LOCCODE,PREK_TYPE,BOROUGH,DISTRICT,NAME,NOTE,PHONE,ADDRESS,ZIP,DAY_LENGTH,AREA_NAME,SEATS,X,Y,EMAIL,WEBSITE,MEALS,INDOOR_OUTDOOR,EXTENDED_DAY,SEMS_CODE,BUTTON_TYPE
KAJT,NYCEEC,K,32,Saint Frances Cabrini Catholic Academy,,(718) 386-9277,181 Suydam St,11221,1,Bushwick South,72,1004723,194266,wanda.marty@sfc-ca.net,sfc-ca.com,2,4,1,32KAJT,apply
KAJW,NYCEEC,K,17,Saint Francis of Assisi,,(718) 778-3700,400 Lincoln Road,11225,1,Prospect  - Lefferts Grdn - Wingate,36,998382,180267,c14upk@yahoo.com,sfabrooklyn.org,5,3,1,17KAJW,apply
KAKF,NYCEEC,K,22,Saint Mark School,,(718) 332-9304,2602 East 19th Street,11235,1,Sheepshd By -Gerritsen Bch -Manhattn Bch,36,997940,153520,jvok@smsonthebay.com,smsonthebay.com,5,3,1,22KAKF,apply
KAKI,NYCEEC,K,21,St. Peter Catholic Academy,,(718) 372-0025,8401 23rd Avenue,11214,1,Bensonhurst East,36,986936,158403,smmjsfc@aol.com,stpeteracademy-brooklyn.org/,5,9,3,21KAKI,apply
KALT,NYCEEC,K,21,"Cheder, The",,(718) 252-6333,129 Elmwood Avenue,11230,1,Flatbush,40,991104,167799,cheder_upk@netzero.net,,3,3,2,21KALT,apply
KAMW,NYCEEC,K,22,"Yeshiva & Mesivta Torah Temimah, Inc.",,(718) 853-8500,555 Ocean Parkway,11218,3,Kensington - Ocean Parkway,34,992060,170564,morahleahp@gmail.com,,6,3,1,22KAMW,apply
KANX,NYCEEC,K,21,Yeshiva Karlin Stolin,,(718) 232-7800,1801 55th Street,11204,1,Borough Park,36,988679,166928,dstein@yks.edu,,3,6,2,21KANX,apply
KAOA,NYCEEC,K,20,Yeshiva Headstart 40th Street,,(718) 633-2232,1402 40th Street,11218,1,Borough Park,16,988545,171886,mkramer@ykypupa.org,,5,7,1,20KAOA,apply
KAOP,NYCEEC,K,21,Yeshivah of Flatbush,,(718) 377-4466,919 East 10 Street,11230,3,Midwood,89,993615,167607,LTaub@Flatbush.org,flatbush.org,8,7,1,21KAOP,apply
KAOQ,NYCEEC,K,22,Yeshiva of Kings Bay,,(718) 646-8500,2611 Avenue Z,11235,3,Sheepshd By -Gerritsen Bch -Manhattn Bch,12,1000031,154009,mbk@ykb.us,,6,4,1,22KAOQ,apply
KAOV,NYCEEC,K,21,Yeshiva Ohr Shraga,,(718) 252-7777,1102 Avenue L,11230,1,Midwood,20,994249,165097,generaloffice@ohrshraga.org,ohrshraga.org,3,3,1,21KAOV,apply
KAPB,NYCEEC,K,15,Yeshivat Shaare Torah,,(718) 437-6101,222 Ocean Parkway,11218,3,Kensington - Ocean Parkway,60,991215,174025,chavys2003@yahoo.com,,8,3,1,15KAPB,apply
KAPM,NYCEEC,K,22,Yeshiva Toras Emes,,(718) 375-0900,1904 Avenue N,11230,3,Midwood,14,996609,163652,yetoem@aol.com,,3,3,2,22KAPM,apply
KAPR,NYCEEC,K,22,Talmud Torah Crown Heights Yeshivah,,(718) 444-5800,6363 Avenue U,11234,1,Grgetwn -Marine Pk -Bergn Bch -Mill Basn,40,1008464,163862,chyjoan@yahoo.com,,3,3,2,22KAPR,apply
KARS,NYCEEC,K,15,Action Nursery,,(718) 854-7777,1019 46th Street,11219,1,Sunset Park East,14,985283,172619,actionnursery@thejnet.com,,3,7,2,15KARS,apply
KASC,NYCEEC,K,16,Brevoort Children's Center,,(718) 778-1069,250 Ralph Avenue,11233,1,Crown Heights North,19,1005435,187319,hlareche@bksny.org,bksny.org,3,7,1,16KASC,apply
KASG,NYCEEC,K,17,Edwards L. Cleaveland,,(718) 623-9803,1185 Park Place,11213,1,Crown Heights North,26,1001328,184557,jmatison@bksny.org,bksny.org,3,7,2,17KASG,apply
KASI,NYCEEC,K,22,Cortelyou Early Childhood Center,,(718) 282-6077,386 Marlborough Road,11226,1,Flatbush,36,994095,172678,sfrancis@mycecc.com,,5,9,3,22KASI,apply
KASJ,NYCEEC,K,13,BCS Duffield Children's Center,,(718) 522-5296,101 Fleet Place,11201,1,Fort Greene,93,989371,191718,ilopez@wearebcs.org,wearebcs.org,3,3,1,13KASJ,apply
KASR,NYCEEC,K,22,Glennwood Avenue Head Start,,(718) 859-7720,3017 Glenwood Road,11210,1,Flatbush,69,998938,170343,glenwood3017@gmail.com,,3,3,1,22KASR,apply
KASZ,NYCEEC,K,22,East Midwood Hebrew Day School,,(718) 253-1555,1256 East 21st Street,11210,1,Midwood,34,996742,166085,regina2@emhds.org,emhds.org,3,3,2,22KASZ,apply
KATG,NYCEEC,K,14,AHRC Francis of Paola Early Learning Center,,(718) 782-1462,201 Conselyea Street,11211,1,East Williamsburg,6,1000019,199974,Teresa.DelPriore@ahrcnyc.org,schools.ahrcnyc.org,5,3,1,14KATG,apply
KATR,NYCEEC,K,21,Warbasse Nursery School,,(718) 266-5585,2785 West 5th Street,11224,1,West Brighton,16,992605,150820,lauraok@warbassenurseryschool.com,warbassenurseryschool.com,5,7,1,21KATR,apply
KATX,NYCEEC,K,18,"Hebrew Academy for Special Children, Inc.",,(718) 495-3510,555 Remsen Avenue,11236,3,Rugby - Remsen Village,24,1006473,177215,shari.lewis@hasc.net,hasc.net,6,3,2,18KATX,apply
KATZ,NYCEEC,K,21,Neptune Avenue Head Start,,(718) 332-8524,293 Neptune Avenue,11235,1,Brighton Beach,110,994173,151073,neptune293@gmail.com,,3,3,1,21KATZ,apply
KAUK,NYCEEC,K,21,NYL/Woc Midwood,,(718) 382-1060,1520 East 13th Street,11230,1,Midwood,16,995048,162397,Jessica.Molina@yai.org,yai.org/agencies/nyl,5,3,2,21KAUK,apply
KAVQ,NYCEEC,K,18,Hebrew Educational Society,,(718) 241-3000,9502 Seaview Avenue,11236,1,Canarsie,63,1014511,169772,Alessandra@thehes.org,thehes.org,3,3,1,18KAVQ,apply
KAWC,NYCEEC,K,15,"Hanover Place Child Care Center, LLC",,(347) 916-0333,15 Hanover Place,11201,1,Dumbo - Vingr Hl - Dwntn Brkl - Boerm Hl,40,989158,190182,rcacere@hanoverchildcare.com,hanoverchildcare.com,3,2,1,15KAWC,apply
KAWQ,NYCEEC,K,17,M.A.C.A.D.E.M.Y.,,(718) 221-5566,1313 Union Street,11225,1,Crown Heights South,18,998505,183018,qkmacademy@aol.com,macademytech.org,5,8,1,17KAWQ,apply
KAWX,NYCEEC,K,23,PAL World of Creative Experiences Head Start,,(718) 345-5219,280 Livonia Avenue,11212,1,Brownsville,117,1010003,180674,dwhite@palnyc.org,palnyc.org,3,7,1,23KAWX,apply
KAXC,NYCEEC,K,16,Bishop Sexton,,(718) 778-0292,933 Herkimer Street,11233,1,Crown Heights North,50,1005748,186420,aalleyne@stmarksheadstart.org,stmarksheadstart.org,3,7,2,16KAXC,apply
KAXU,NYCEEC,K,19,University Settlement Children's Corner,,(212) 453-4595,565 Livonia Avenue,11207,1,East New York,58,1013032,181436,kcohen@universitysettlement.org,universitysettlement.org,2,3,2,19KAXU,apply
KAXW,NYCEEC,K,17,"Highlights Academy, Inc.",,(718) 953-5555,1688 President Street,11213,1,Crown Heights North,40,1003224,182225,highlightsacademy@yahoo.com,highlightsacademyinc.com,3,8,1,17KAXW,apply
KAYF,NYCEEC,K,21,PAL La Puerta Abierta,,(718) 373-1100,3001 West 37 Street,11224,1,Seagate - Coney Island,30,983647,147886,rbhattacharjee@palnyc.org,palnyc.org,2,6,1,21KAYF,apply
KAYL,NYCEEC,K,14,"Puerto Rican Family Institute, Inc.",,(718) 388-6060,185 Marcy Avenue,11211,4,North Side - South Side,25,995872,197144,lisanchez@prfi.org,,3,2,1,14KAYL,apply
KAYS,NYCEEC,K,17,Hawthorne Corners Day Care Center,,(718) 282-7200,1950 Bedford Avenue,11225,1,Prospect  - Lefferts Grdn - Wingate,15,996233,178733,cornersdcc@verizon.net,,3,6,1,17KAYS,apply
KAYU,NYCEEC,K,17,"Bambi Day Care Center, Inc.",,(718) 771-1603,300 Rogers Avenue,11225,1,Crown Heights South,58,997056,181950,bambicare@gmail.com,bambidcc.com,3,7,1,17KAYU,apply
KAZC,NYCEEC,K,20,Talmud Torah Ohr Moshe,,(718) 234-6100,1774 58th Street,11204,3,Borough Park,20,988015,166333,ttohrmoshe@gmail.com,,8,6,1,20KAZC,apply
KAZJ,NYCEEC,K,14,New York League for Early Learning,,(347) 472-4792,725 Leonard Street,11222,1,Greenpoint,9,997253,204937,Marie.Callaghan@yai.org,yai.org,5,1,2,14KAZJ,apply
KAZM,NYCEEC,K,15,Saint Francis Xavier,,(718) 857-2559,763 President Street,11215,1,Park Slope - Gowanus,36,990715,184947,taylordorothy763@yahoo.com,sfxsparkslope.org,7,3,1,15KAZM,apply
KAZQ,NYCEEC,K,16,Bedford Stuyvesant ECDC,,(718) 455-3593,281 Stuyvesant Avenue,11221,3,Stuyvesant Heights,20,1003045,188799,RATTANIK@bsecdc.org,,3,6,1,16KAZQ,apply
KAZT,NYCEEC,K,32,Bushwick United HDFC 1,,(718) 443-0134,136 Stanhope Street,11221,1,Bushwick South,65,1005666,193610,IRFANAK@BUSHWICKUNITED.ORG,bushwickunited.org,3,7,2,32KAZT,apply
KAZZ,NYCEEC,K,16,Cornerstone Day Care Center,,(718) 574-8300,289 Lewis Avenue,11221,1,Stuyvesant Heights,20,1002163,189190,cornerstonedcc@aol.com,,3,3,1,16KAZZ,apply
KBAE,NYCEEC,K,21,Block Institute,,(347) 649-3601,133 27th Avenue,11214,1,Gravesend,32,987750,154384,nwu@blockinstitute.org,blockinstitute.org,3,3,2,21KBAE,apply
KBAI,NYCEEC,K,20,Guild for Exceptional Children,,(718) 435-2554,1273 57 Street,11219,1,Borough Park,32,985107,169091,alice@gecbklyn.org,gecbklyn.org,2,3,2,20KBAI,apply
KBAW,NYCEEC,K,21,Bet Yaakov Ohr Sarah,,(718) 627-8758,1123 Avenue N,11230,3,Midwood,20,994616,163502,rabbielidavid@gmail.com,,6,3,2,21KBAW,apply
KBAY,NYCEEC,K,21,Bet Yaakov Ateret Torah,,(718) 375-7100,2166 Coney Island Avenue,11223,3,Homecrest,40,994746,159360,psoffice@ateret.net,,4,3,1,21KBAY,apply
KBAZ,NYCEEC,K,23,Nat Azarow Children's Center,,(718) 346-0924,232 Powell Street,11212,1,Brownsville,40,1010873,182961,jcroskey@bksny.org,bksny.org,3,7,1,23KBAZ,apply
KBBB,NYCEEC,K,20,Bambi Day Care IV,,(718) 332-8656,405 81st Street,11209,1,Bay Ridge,73,976957,167477,info@bambiacademy.com,bambidaycare.com,3,7,1,20KBBB,apply
KBBE,NYCEEC,K,21,PAL Carey Gardens,,(718) 372-4044,2964 West 23rd Street,11224,1,Seagate - Coney Island,21,987018,148546,Kchase@palnyc.org,Palnyc.org,3,7,1,21KBBE,apply
KBBL,NYCEEC,K,19,Saint Peter's Preschool,,(718) 647-1014,109 Highland Place,11208,1,Cypress Hills - City Line,83,1017187,188019,claradv@aol.com,,2,2,1,19KBBL,apply
KBBY,NYCEEC,K,18,Be Above #27,,(347) 997-2488,779 East 49 Street,11203,1,East Flatbush - Farragut,57,1003622,173410,beabove49street@yahoo.com,,3,8,1,18KBBY,apply
KBCA,NYCEEC,K,14,Babove 32,,(347) 943-6353,799 Kent Avenue,11205,1,Bedford,15,995423,193179,Henniebeabove@gmail.com,,3,7,2,14KBCA,apply
KBCT,NYCEEC,K,17,P B Children's Academy,,(917) 969-3989,3504 Church Avenue,11203,1,East Flatbush - Farragut,72,999640,176429,Massogona@aol.com,,3,7,1,17KBCT,apply
KBCV,NYCEEC,K,13,"Tabernacle Church of God Day Care Center, Inc",,(718) 638-3209,34 Kosciuszko Street,11205,3,Bedford,60,997107,190731,tabernacleupk@verizon.net,,3,7,1,13KBCV,apply
KBCZ,NYCEEC,K,19,Pine Street Day Care,,(718) 235-1150,374 Pine Street,11208,1,East New York,58,1019911,185772,pinestreetdaycarecenter@verizon.net,,7,3,1,19KBCZ,apply
KBDA,NYCEEC,K,19,Urban Strategies 1,,(718) 235-6151,1091 Sutter Avenue,11208,1,East New York,119,1018065,184170,usheadstart1@aol.com,,3,7,2,19KBDA,apply
KBDC,NYCEEC,K,19,Cypress Hills CCC,,(718) 647-5005,108 Pine Street,11208,1,Cypress Hills - City Line,38,1019317,188487,Jeromebass@yahoo.com,cypresshillschildcare.org,3,7,1,19KBDC,apply
KBDJ,NYCEEC,K,22,Cortelyou Academy,,(718) 421-9581,2739 Bedford Avenue,11210,1,Flatbush,18,997245,170999,sfrancis@mycecc.com,mycecc.com,5,9,3,22KBDJ,apply
KBDN,NYCEEC,K,18,"Raven's Early Childhood Center, Inc.",,(718) 927-2316,1102 East 92nd Street,11236,1,Canarsie,69,1010240,173314,info@ravensschool.org,ravensschool.org,3,2,1,18KBDN,apply
KBDT,NYCEEC,K,17,Mary Bobb Learning Academy,,(718) 604-4400,1187 Nostrand Ave,11225,1,Prospect  - Lefferts Grdn - Wingate,91,998081,179139,MaryBobbLearningAcademy@gmail.com,marybobb.com,3,2,1,17KBDT,apply
KBDX,NYCEEC,K,15,B.Above Worldwide Institute - Tomer Devorah,,(347) 402-5734,4500 9 Ave,11220,1,Sunset Park East,30,984552,173372,cklein@babove.com,,3,5,1,15KBDX,apply
KBEB,NYCEEC,K,32,New Life Child Development Center 4,,(718) 366-1668,1307 Greene Avenue,11237,1,Bushwick North,74,1006606,193748,lilibeth_1307@hotmail.com,,3,2,1,32KBEB,apply
KBEP,NYCEEC,K,15,Brooklyn Chinese American Association Day Care,,(718) 851-0869,713 43rd Street,11232,1,Sunset Park East,93,983895,174718,acs@bca.net,bca.net,3,6,1,15KBEP,apply
KBEQ,NYCEEC,K,19,Brooklyn Developmental Center,,(718) 235-8800,888 Fountain Avenue,11208,1,East New York,17,1021619,178530,shayswann@aol.com,,3,3,1,19KBEQ,apply
KBES,NYCEEC,K,32,Bushwick United HDFC 6,,(718) 453-5500,200 Central Avenue,11221,1,Bushwick South,64,1004804,193693,REGINAR@BUSHWICKUNITED.ORG,bushwickunited.org,3,2,1,32KBES,apply
KBEZ,NYCEEC,K,17,Friends of Crown Heights Educational Center #11,,(929) 234-5010,995 Carroll Street,11225,1,Crown Heights South,57,996138,182583,Vgbenedio@foch.biz,fochdaycare.org,3,3,1,17KBEZ,apply
KBFC,NYCEEC,K,23,Shirley Chisholm Child Care Center Site 4 Somers,,(718) 498-6200,33 Somers Street,11233,1,Ocean Hill,36,1008674,186600,shirleychisholmdcc4@live.com,,3,7,2,23KBFC,apply
KBFD,NYCEEC,K,22,Saint Marks,,(718) 287-7300,2017 Beverley Road,11226,1,Flatbush,114,995491,174312,adenis@stmarksheadstart.org,stmarksheadstart.org,3,3,2,22KBFD,apply
KBFN,NYCEEC,K,15,Strong Place for Hope Day Care Center- 2nd Street,,(718) 499-0747,333 2nd Street,11215,1,Park Slope - Gowanus,27,988821,184821,strongplaceforhope2@hotmail.com,strongplaceforhopedaycare.com,3,6,1,15KBFN,apply
KBFQ,NYCEEC,K,15,Saint Andrews Community Day Care,,(718) 492-9678,4917 Fourth Avenue,11220,1,Sunset Park West,20,980895,174833,jgraciano@lmcmc.com; mfabian@lmcmc.com,lutheranhealthcare.org/Main/StAndrewsCommunityDayCare.aspx,2,7,1,15KBFQ,apply
KBGB,NYCEEC,K,32,Traditional Educational Center,,(718) 443-2577,1469B Broadway,11221,1,Bushwick South,29,1006823,189849,traditional1469@verizon.net,,3,2,1,32KBGB,apply
KBGC,NYCEEC,K,20,Yeled V'Yalda,,(718) 514-8930,1377 42nd Street,11219,3,Borough Park,17,988159,171649,rherbst@yeled.org,yeled.org,6,6,1,20KBGC,apply
KBGI,NYCEEC,K,15,Yeled V' Yalda 1257,,(718) 514-8712,1257 38th Street,11218,3,Borough Park,110,988054,173072,mhorowitz@yeled.org,yeled.org,3,3,1,15KBGI,apply
KBGJ,NYCEEC,K,20,Mevakshei Hashem,,(718) 435-8900,550 Ocean Parkway,11226,1,Kensington - Ocean Parkway,36,991727,170485,pschiff@mevakshai.org,,7,6,1,20KBGJ,apply
KBGP,NYCEEC,K,18,Great Oaks Academy,,(718) 915-3015,4718 Farragut Road,11203,1,East Flatbush-Farragut,54,1003385,171412,rayed@mohdc.com,mohdcsmartstart.com,5,9,3,18KBGP,apply
KBGS,NYCEEC,K,19,Urban Strategies 5 - Georgia L. Mcmurray ECDC,,(718) 235-1215,675 Lincoln Avenue,11208,1,East New York,40,1021389,184414,usdaycare3@optimum.net,childcarecenter.us ,3,6,1,19KBGS,apply
KBGU,NYCEEC,K,32,New Life Child Development Center 1,,(718) 821-3432,295 Woodbine Street,11237,1,Bushwick North,65,1008316,192998,snewlife1@gmail.com,,3,7,1,32KBGU,apply
KBGY,NYCEEC,K,32,"Kreative Kare Day Care Center, Inc.",,(718) 386-3242,292 Palmetto Street,11237,1,Bushwick North,20,1008189,193091,kreativekare@aol.com,,7,8,1,32KBGY,apply
KBIE,NYCEEC,K,17,All My Children Day Care Site 16,,(718) 493-1100,739 East New York Avenue,11203,1,Prospect  - Lefferts Grdn - Wingate,18,1001497,180679,ckratz@amcearlylearn.com,,3,6,1,17KBIE,apply
KBIS,NYCEEC,K,20,"Yeled V'Yalda ECC, Inc.",,(718) 514-8980,600 Mcdonald Ave,11218,3,Kensington - Ocean Parkway,45,989993,172288,Blemmer@yeled.org,yeled.org,5,9,3,20KBIS,apply
KBJE,NYCEEC,K,17,Be Above 37,,(718) 774-4131,570 Crown Street,11213,1,Crown Heights South,60,1001038,181711,uly@yttl.org,,3,7,1,17KBJE,apply
KBJF,NYCEEC,K,14,Cooper Park Child Care Center,,(718) 389-5959,292 Frost Street,11222,1,East Williamsburg,14,1000976,201113,cooperpark@e-s-s.org,essnyc.org/ece,3,7,1,14KBJF,apply
KBJG,NYCEEC,K,17,All My Children Day Care 13 - Ford,,(929) 234-2306,36 Ford Street,11213,1,Crown Heights South,3,1003841,181391,ysuyunov@amcearlylearn.com,allmychildrendaycare.com,3,3,2,17KBJG,apply
KBJH,NYCEEC,K,17,All My Children Day Care 10,,(718) 576-6812,420 Lefferts Avenue,11225,1,Prospect  - Lefferts Grdn - Wingate,54,998876,180599,info@allmychildrendaycare.com,allmychildrendaycare.com,3,7,1,17KBJH,apply
KBJI,NYCEEC,K,14,Marcy Children's Center,,(718) 855-7252,494 Marcy Avenue,11206,1,Bedford,20,998055,193639,betinolr@e-s-s.org,,3,7,1,14KBJI,apply
KBJJ,NYCEEC,K,16,LSSMNY: Early Life Children's Center 8,,(347) 689-8303,265 Marcus Garvey Boulevard,11221,1,Stuyvesant Heights,78,1001191,190131,SALLEYNE@LSSNY.ORG,early-life.org,3,1,1,16KBJJ,apply
KBJL,NYCEEC,K,23,Saratoga - Morris Koppelman Center,,(718) 345-6666,774 Saratoga Avenue,11212,1,Brownsville,40,1007616,180367,SAndrews@sco.org,sco.org,3,3,1,23KBJL,apply
KBJO,NYCEEC,K,20,"Yeled V'Yalda ECC, Inc.",,(718) 854-6922,1349/53 50th Street,11219,3,Borough Park,44,986692,170199,Sschwartz@yeled.org,,3,3,1,20KBJO,apply
KBJP,NYCEEC,K,19,PAL Arnold and Marie Schwartz Early Learn Center,,(718) 342-4724,452 Pennsylvania Avenue,11207,1,East New York,49,1013469,181965,ARudder@palnyc.org,palnyc.org,3,3,1,19KBJP,apply
KBJQ,NYCEEC,K,19,Friends of Crown Heights Educational Center,,(929) 234-2866,921 Hegeman Avenue,11208,1,East New York,53,1017772,181780,bobb@foch.biz,fochdaycare.org,3,4,1,19KBJQ,apply
KBJR,NYCEEC,K,19,Friends of Crown Heights 19,,(929) 234-2838,370 New Lots Avenue,11207,1,East New York,61,1013858,180317,CSORIANO8@YAHOO.COM,FOCHDAYCARE.ORG,3,3,1,19KBJR,apply
KBJS,NYCEEC,K,17,Friends of Crown Heights 10,,(929) 234-2821,1491 Bedford Avenue,11216,1,Crown Heights North,51,996876,183970,Alexander@fochdaycare.org,fochdaycare.org,3,3,1,17KBJS,apply
KBJU,NYCEEC,K,23,Shirley Chisholm Day Care Center Site 5 Advent Center,,(718) 452-1200,265 Sumpter Street,11233,1,Ocean Hill,20,1007906,187363,advent265@aol.com,,3,3,2,23KBJU,apply
KBJW,NYCEEC,K,23,YWCA-NYC Brownsville Early Learning Center,,(718) 342-2905,1592 East New York Avenue,11212,1,Brownsville,9,1009505,184191,aalexander@ywcanyc.org,ywcanyc.org,3,7,1,23KBJW,apply
KBJZ,NYCEEC,K,23,Saratoga II - Shirley Chisholm Center,,(718) 443-4100,69 Saratoga Avenue,11233,1,Ocean Hill,89,1007192,188674,ddavidson@sco.org,sco.org,3,7,1,23KBJZ,apply
KBKB,NYCEEC,K,15,Strong Place for Hope Day Care Center - Atlantic,,(718) 522-1351,460 Atlantic Avenue,11217,1,Dumbo - Vingr Hl - Dwntn Brkl - Boerm Hl,32,988947,189201,Jrogers775@gmail.com,strongplaceforhopedaycare.com,3,3,1,15KBKB,apply
KBKC,NYCEEC,K,19,Friends of Crown Heights 16,,(929) 234-2870,668 Logan Street,11208,1,East New York,50,1018892,183179,gdublin4@foch.biz,fochdaycare.org,3,4,1,19KBKC,apply
KBKE,NYCEEC,K,32,LSSMNY: Early Life Children's Center 9,,(718) 443-4500,1175 Gates Avenue,11221,1,Bushwick South,71,1006405,191310,lsingh@lssny.org,lssny.org,3,1,1,32KBKE,apply
KBKF,NYCEEC,K,14,Williamsburg CCC,,(347) 943-7682,110 Taylor Street,11249,1,Williamsburg,14,994313,196216,donatod@e-s-s.org,essny.org,3,7,1,14KBKF,apply
KBKH,NYCEEC,K,14,Bushwick United HDFC 9,,(347) 497-3676,741 Flushing Avenue,11206,1,Bedford,29,1000023,194589,741flushing@gmail.com; ROBYNCONCEPCION@GMAIL.COM,bushwickunited.org/,3,8,2,14KBKH,apply
KBKJ,NYCEEC,K,15,Strong Place for Hope Day Care Center- Clinton St.,,(718) 624-2993,595 Clinton Street,11231,1,Carroll Grdns - Columbia - Red Hook,39,983837,185141,strongplace@hotmail.com,strongplaceforhopedaycare.com,3,3,1,15KBKJ,apply
KBKK,NYCEEC,K,16,Friends of Crown Heights 29,,(718) 778-1498,1435 Prospect Place,11213,1,Crown Heights North,42,1003982,184593,saunders@foch.biz,fochdaycare.org,7,3,2,16KBKK,apply
KBKP,NYCEEC,K,17,All My Children # 11,,(718) 576-6812,317 Rogers Avenue,11225,1,Crown Heights South,47,997157,181800,info@amcearlylearn.com,allmychildrendaycare.com,3,7,1,17KBKP,apply
KBKQ,NYCEEC,K,17,Parkside ECDC,,(929) 210-9200,525 Parkside Avenue,11226,1,Prospect  - Lefferts Grdn - Wingate,15,996499,178310,dniev9@aol.com,,3,7,1,17KBKQ,apply
KBKU,NYCEEC,K,19,Friends of Crown Heights 15,,(929) 234-2850,2505 Pitkin Avenue,11208,1,East New York,33,1017610,185022,Checa2505@gmail.com,FOCHDaycare.org,7,3,1,19KBKU,apply
KBKW,NYCEEC,K,15,Baais Yaakov Faigeh of Schonberger of Adas Yereim,,(718) 435-5111,1169 43rd Street,11219,3,Borough Park,36,986662,172538,yleifer@adasyereim.org,,3,3,1,15KBKW,apply
KBKY,NYCEEC,K,17,"Infant and Child Learning Center, The",,(718) 675-1249,670 Parkside Avenue,11226,1,Prospect  - Lefferts Grdn - Wingate,18,997762,178269,Margot.Sigmone@Downstate.edu,iclcdownstate.com,3,3,1,17KBKY,apply
KBLA,NYCEEC,K,17,"The Little Darlings Day Care Center, Inc.",,(718) 469-6207,1531 Nostrand Avenue,11226,1,Erasmus,18,998366,175635,morrisdaycare@optimum.net,,5,9,3,17KBLA,apply
KBLB,NYCEEC,K,19,Friends of Crown Heights 18,,(929) 234-2955,851 Liberty Avenue,11208,1,East New York,35,1018073,186044,dkny5107@aol.com,fochdaycare.org,7,3,1,19KBLB,apply
KBLF,NYCEEC,K,13,"Bambi Day Care Center, Inc.",,(718) 771-1603,138 Hancock Street,11216,1,Bedford,20,998021,187871,bambicare@gmail.com,bambidcc.com,3,8,1,13KBLF,apply
KBLI,NYCEEC,K,13,Young Minds Day Care Center,,(718) 622-8622,972 Fulton Street,11238,1,Clinton Hill,20,994766,187859,msmith@fortgreenecouncil.org,facebook.com/FGCYoungMinds,3,4,1,13KBLI,apply
KBLJ,NYCEEC,K,17,"Community Parents, Inc.",,(718) 221-2531,60 East 93rd Street,11212,1,Rugby - Remsen Village,58,1004240,180994,clairewflor12@optonline.net,,3,7,1,17KBLJ,apply
KBLK,NYCEEC,K,13,Bedford Stuyvesant ECDC 5Q,,(718) 453-0788,5 Quincy Street,11238,3,Clinton Hill,38,995035,189232,charlesm@bsecdc.org,,3,2,2,13KBLK,apply
KBLL,NYCEEC,K,13,Northside Center for Child Development,,(347) 505-5517,44-60 Rockwell Place,11201,1,Fort Greene,20,989926,190175,drobinson@norhtsidecenter.org,northsidecenter.org,3,7,2,13KBLL,apply
KBLM,NYCEEC,K,13,"Salvation Army, Bedford",,(718) 552-2690,110 Kosciusko St,11216,1,Bedford,116,997939,190854,Sarah.Fay@USE.SalvationArmy.Org,ny.salvationarmy.org/GreaterNewYork/daycare-programs,3,3,1,13KBLM,apply
KBLP,NYCEEC,K,32,Grand Street Settlement Dual #3,,(718) 381-8900,319 Stanhope Street,11237,1,Bushwick North,40,1006862,195405,rebecarodriguez@grandsettlement.org,grandsettlement.org,3,2,2,32KBLP,apply
KBLS,NYCEEC,K,14,Sumner Children's Center,,(718) 455-3471,860 Park Avenue,11206,1,Stuyvesant Heights,29,1000711,193640,ejaffe@bksny.org,bksny.org,3,7,1,14KBLS,apply
KBLT,NYCEEC,K,14,Tompkins Children's Center,,(718) 782-9140,730 Park Avenue,11206,1,Bedford,33,999230,193457,mthompson@bksny.org,bksny.org,2,7,1,14KBLT,apply
KBLU,NYCEEC,K,14,Stagg Street Center for Children,,(718) 388-1395,77 Stagg Street,11206,1,East Williamsburg,70,998837,197692,daycare77@aol.com,,3,3,1,14KBLU,apply
KBLW,NYCEEC,K,14,Bushwick United HDFC 4,,(347) 269-8152,178 Leonard Street,11206,1,East Williamsburg,21,998991,198004,catherinel@bushwickunited.org,Bushwickunited.org,3,2,2,14KBLW,apply
KBLY,NYCEEC,K,14,Graham Child Care Center,,(718) 387-9482,222 Graham Avenue,11206,1,Bushwick South,40,999969,197833,grahamchildcare@verizon.net,colonysouth.org,3,7,2,14KBLY,apply
KBMA,NYCEEC,K,14,Tiferes Bnos.,,(718) 599-2900,80 Skillman Street,11205,3,Bedford,40,996008,192887,bailar@tiferesbnos.org,,5,9,3,14KBMA,apply
KBMB,NYCEEC,K,32,Audrey Johnson DCC,,(718) 574-0130,272 Moffat Street,11207,1,Bushwick North,74,1010815,190492,audreyjo272@aol.com,lifetech.org,2,3,2,32KBMB,apply
KBMC,NYCEEC,K,14,Small World,,(718) 963-0330,211 Ainslie Street,11211,1,East Williamsburg,40,999340,199081,mrochford@stnicksalliance.org,,3,3,1,14KBMC,apply
KBME,NYCEEC,K,14,Nuestros Ninos DCC II,,(718) 218-8275,243 South 2nd Street,11211,1,North Side - South Side,28,995956,198655,NuestrosNinosCDS@aol.com,,2,7,1,14KBME,apply
KBMG,NYCEEC,K,14,Williamsburg Northside Pre-School,,(718) 599-7300,299 North 7th Street,11211,3,North Side - South Side,58,997350,199773,tsmith@willnorth.org,willnorth.org,8,4,2,14KBMG,apply
KBMJ,NYCEEC,K,14,John Oravecz ECDC,,(347) 689-4290,176 Java St,11222,1,Greenpoint,68,997133,205801,Magdalena.Delgado@ccbq.org,CCBQ.ORG,3,6,1,14KBMJ,apply
