LOCCODE,X,Y,PREK_TYPE,NAME,NOTE,ADDRESS,BOROUGH,ZIP,PHONE,EMAIL,WEBSITE,DAY_LENGTH,SEATS,MEALS,INDOOR_OUTDOOR,SEMS_CODE,BUTTON_TYPE,START_TIME,EARLY_DROP,LATE_PICKUP,ENHANCED_LANG,FLEX_SCHED,SPED_FLG,INCOME_FLG,SPECIAL_PRIOR
"K702",994928,191061,"CHARTER","Community Partnership Charter School Pre - Kindergarten","","241 Emerson Pl","K",11205,"718-399-3824","info@cpcsschool.org","http://cpcsschool.org",1,18,5,9,"84K702","info","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"K705",995436,185886,"DOE","Brooklyn Arts And Science Elementary School","<p><strong>Note:</Strong>Students who are English Language Learners and/or are in the child welfare system will have priority for 20% of seats. If the applicant is in the child welfare system please contact the school directly.</p>","443 St Marks Ave","K",11238,"718-230-0851","brooklynartselementary@gmail.com","http://brooklynartselementary.org",1,72,2,3,"17K705","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"K770",1004164,181298,"DOE","P.S. 770 New American Academy","","60 East 94th St","K",11212,"718-221-5837","jsaratovsky@thenewamericanacademy.org","http://ps770.org",1,36,3,3,"17K770","apply","8:00 a.m","Yes","No",0,0,0,0,""
"K863",989077,178398,"DOE","Pre - K Center At Bishop Ford School Site","","500 19th St","K",11215,"718-965-1190","lscott3@schools.nyc.gov","http://ps10.org",1,504,2,9,"15K863","apply","8:15 a.m","No","No",0,0,0,0,""
"KAAE",975045,166820,"NYCEEC","Adelphi Academy Of Brooklyn","","8515 Rdg Blvd","K",11209,"718-238-3308","romanosi@adelphinyc.org","",1,36,5,9,"20KAAE","apply","8:30 a.m","Yes","Yes",0,0,0,0,""
"KAAS",999262,180626,"NYCEEC","Associated Beth Rivkah School - UPK","","470 Lefferts Ave","K",11225,"718-735-0400","ldeitsch@bethrivkah.edu","",3,80,5,9,"17KAAS","info","9:00 a.m","Yes","Yes",0,1,0,1,""
"KABC",986288,166574,"NYCEEC","Bais Sarah School","","6101 16th Ave","K",11204,"718-871-7571","baissarahupk@verizon.net","",2,73,5,9,"20KABC","apply","9:00 a.m","No","No",217,1,0,0,""
"KABD",989033,171984,"NYCEEC","Bais Tziporah","","1449 39th St","K",11218,"718-436-8336","btmsm@aol.com","",1,29,5,9,"20KABD","apply","9:00 a.m","No","No",217,1,0,0,""
"KABE",990426,166877,"NYCEEC","Bais Yaakov D'chassidei Gur","","1975 51st St","K",11204,"718-338-5600","esmith@thejnet.com","",2,31,5,9,"21KABE","apply","9:00 a.m","Yes","Yes",217,1,0,1,""
"KABF",994745,164146,"NYCEEC","Bais Yaakov Academy UPK","","1213 Elm Ave","K",11230,"718-339-4747","mlevin@gamlacollege.com","",3,60,5,9,"21KABF","info","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"KABN",990677,165898,"NYCEEC","Barkai Yeshivah","","5302 21st Ave","K",11204,"718-998-7473","bmorano@barkaionline.org","",3,40,5,9,"21KABN","info","9:00 a.m","No","No",0,1,0,0,""
"KABP",1002608,177682,"NYCEEC","Battalion Christian Academy","","780 Schenectady Ave","K",11203,"718-913-0100","alcockfield@gmail.com","",1,36,3,3,"18KABP","apply","8:30 a.m","Yes","Yes",0,0,0,0,""
"KABU",1016772,174547,"NYCEEC","Be - Er Hagolah Institutes","","671 Louisiana Ave","K",11239,"718-642-6800","bhagolah@aol.com","http://beerhagolah.org",1,72,3,3,"19KABU","apply","9:00 a.m","Yes","Yes",208,1,0,0,""
"KACI",995495,158326,"NYCEEC","Bambi Day Care","","1981 Homecrest Ave","K",11229,"718-645-7010","info@bambiacademy.com","http://bambidaycarecenter.com",1,60,3,3,"21KACI","apply","8:30 a.m","Yes","Yes",208,0,0,0,""
"KADN",986785,169923,"NYCEEC","Zion Day Care","","5000 14th Ave","K",11219,"718-438-2862","zion.daycare@thejnet.com","",1,40,3,3,"20KADN","apply","9:00 a.m","No","No",0,1,0,1,""
"KADP",988683,171061,"NYCEEC","Gan DCC","","4206 - 10 15th Ave","K",11219,"718-435-2812","gandaycare@verizon.net","",1,36,5,9,"20KADP","apply","8:00 a.m","No","No",217,0,0,1,""
"KADW",1003065,152899,"NYCEEC","Brooklyn Amity School","","3867 Shr Pkwy","K",11235,"718-891-6100","finance@amityschool.org","http://amityschool.org/",1,30,3,3,"22KADW","apply","8:30 a.m","No","No",0,0,0,0,""
"KAET",974876,166906,"NYCEEC","Dimitrios & Georgia Kaloidis P.S. Of Holy Cross Goc","","8502 Rdg Blvd","K",11209,"718-836-8096","principal@dgkschool.org","http://dgkschool.org",1,80,2,3,"20KAET","apply","8:00 a.m","Yes","Yes",0,0,0,0,""
"KAFB",997555,183743,"NYCEEC","Epiphany Lutheran School","","721 Lincoln Pl","K",11216,"718-773-7200","crafton@foch.biz","",1,30,7,3,"17KAFB","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"KAFO",1000793,159493,"NYCEEC","Good Shepherd School","","1943 Brown St","K",11229,"718-339-2745","jcdreiss@gmail.com","http://goodshepherdbklyn.org",1,36,7,3,"22KAFO","apply","8:00 a.m","Yes","Yes",0,0,0,0,""
"KAFZ",994623,167956,"NYCEEC","HIDEC","","1401 Ave I","K",11230,"718-377-7507","hidec@verizon.net","",1,48,2,3,"21KAFZ","apply","8:30 a.m","No","No",0,1,0,0,""
"KAHA",996304,168211,"NYCEEC","Masores Bais Yaakov","","1395 Ocean Ave","K",11230,"718-692-2424","g.celnik@masores.com","",3,60,5,9,"22KAHA","info","9:30 a.m","Yes","Yes",0,1,0,0,""
"KAHX",976810,171036,"NYCEEC","Gateway City Academy","","257 Bay Rdg Ave","K",11220,"718-921-3737","tmcp0309@aol.com","http://gatewaycityacademy.net",1,143,7,3,"20KAHX","apply","8:30 a.m","Yes","Yes",209,0,0,0,""
"KAIN",999883,174969,"NYCEEC","Phyl's Academy","","3520 Tilden Ave","K",11203,"718-469-9400","info@phylsacademyny.com","http://phylsacademyny.com",1,144,5,3,"17KAIN","apply","8:30 a.m","Yes","Yes",0,0,0,0,""
"KAIT",996478,160299,"NYCEEC","Prospect Park Yeshiva","","1784 East 17th St","K",11229,"718-376-5959","dkelman@bloppy.org","http://bloppy.org",3,35,5,9,"22KAIT","info","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"KAJD",976339,167090,"NYCEEC","St. Anselm Catholic Academy","","365 83rd St","K",11209,"718-745-7643","VMazzellasaca@gmail.com","http://sacany.org",1,72,7,3,"20KAJD","apply","8:15 a.m","Yes","Yes",0,1,0,0,""
"KAJE",989910,163686,"NYCEEC","St. Athanasius School","","6120 Bay Pkwy","K",11204,"718-236-4791","dianecompetello@gmail.com","http://stathanasiusschool.org",1,60,5,9,"21KAJE","apply","8:30 a.m","No","No",0,0,0,0,""
"KAJR",982809,159201,"NYCEEC","Heartshare Human Services Of New York","","1825 Bath Ave","K",11214,"718-238-4637","jill.fitzgerald@heartshare.org","http://heartshare.org",1,40,2,7,"20KAJR","apply","8:15 a.m","No","No",0,0,0,0,""
"KAJT",1004723,194266,"NYCEEC","St. Frances Cabrini Catholic Academy","","181 Suydam St","K",11221,"718-386-9277","wanda.marty@sfc-ca.net","http://sfc-ca.com",1,72,2,3,"32KAJT","apply","8:00 a.m","Yes","Yes",0,0,0,0,""
"KAJW",998382,180267,"NYCEEC","St. Francis Of Assisi","","400 Lincoln Rd","K",11225,"718-778-3700","principal@sfabrooklyn.org","http://sfabrooklyn.org",1,36,7,3,"17KAJW","apply","8:00 a.m","No","Yes",0,0,0,0,""
"KAKF",997939,153520,"NYCEEC","St. Mark School","","2602 East 19th St","K",11235,"718-332-9304","jvok@smsonthebay.com","http://smsonthebay.com",1,36,5,3,"22KAKF","apply","8:15 a.m","No","No",0,1,0,0,""
"KAKI",986936,158403,"NYCEEC","St. Peter Catholic Academy","","8401 23rd Ave","K",11214,"718-372-0025","smmjsfc@aol.com","http://stpeteracademy-brooklyn.org",1,72,5,9,"21KAKI","apply","8:30 a.m","Yes","Yes",0,0,0,0,""
"KALL",997022,176227,"NYCEEC","St. Gregory The Great Catholic Academy","","2520 Church Ave","K",11226,"718-774-3330","sgg991@yahoo.com","",1,36,5,9,"17KALL","apply","8:00 a.m","No","Yes",0,0,0,0,""
"KALT",991104,167799,"NYCEEC","The Cheder","","129 Elmwood Ave","K",11230,"718-252-6333","cheder_upk@netzero.net","",1,40,3,3,"21KALT","apply","8:25 a.m","No","No",217,1,0,0,""
"KANO",986746,172054,"NYCEEC","Yeshivas Boyan Tifereth Mordechai Shlomo","","1205 44th St","K",11219,"718-435-6060","boyan@verizon.net","",1,20,5,9,"15KANO","apply","9:00 a.m","No","No",217,1,0,0,""
"KANX",988679,166928,"NYCEEC","Yeshiva Karlin Stolin","","1801 55th St","K",11204,"718-232-7800","dstein@yks.edu","",1,36,3,6,"21KANX","apply","9:30 a.m","Yes","Yes",0,1,0,0,""
"KAOA",988545,171886,"NYCEEC","Yeshiva Headstart 40th Street","","1402 40th St","K",11218,"718-633-2232","epreisler@ykypupa.org","",2,46,5,7,"20KAOA","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",217,0,0,1,""
"KAOP",993607,167603,"NYCEEC","Yeshivah Of Flatbush","","919 East 10 St","K",11230,"718-377-4040","agellman@flatbush.org","",3,110,5,9,"21KAOP","info","9:30 a.m","No","No",0,1,0,0,""
"KAOQ",1000029,154006,"NYCEEC","Yeshiva Of Kings Bay","","2611 Ave Z","K",11235,"718-646-8500","myz@ykb.us","",3,18,5,9,"22KAOQ","info","9:30 a.m","No","No",0,0,0,0,""
"KAOV",994249,165097,"NYCEEC","Yeshiva Ohr Shraga","","1102 Ave L","K",11230,"718-252-7777","generaloffice@ohrshraga.org","http://ohrshraga.org",1,28,3,3,"21KAOV","apply","9:30 a.m","Yes","No",0,1,0,0,""
"KAPB",991215,174025,"NYCEEC","Yeshivat Shaare Torah","","222 Ocean Pkwy","K",11218,"718-437-6101","gigigoldie@aol.com","",3,60,5,3,"15KAPB","info","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"KAPM",996604,163668,"NYCEEC","Yeshiva Toras Emes","","1904 Ave N","K",11230,"718-375-0900","c61304@aol.com","",3,18,5,9,"22KAPM","info","1:00 p.m","No","No",0,1,0,0,""
"KAPR",1008464,163862,"NYCEEC","Talmud Torah Crown Heights Yeshivah","","6363 Ave U","K",11234,"718-444-5800","my4man@aol.com","",1,40,3,3,"22KAPR","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"KARQ",1005130,175370,"NYCEEC","Parkway School","","5566 Kings Hwy","K",11203,"718-346-0369","gkgrant@aol.com","http://parkwayschool.org",1,54,5,9,"18KARQ","apply","8:00 a.m","Yes","Yes",0,1,0,0,""
"KARS",985283,172619,"NYCEEC","Action Nursery","","1019 46th St","K",11219,"718-854-7777","actionnursery@thejnet.com","",1,13,3,7,"15KARS","apply","8:40 a.m","Yes","Yes",0,1,0,1,""
"KASC",1005435,187319,"NYCEEC","Brevoort Children's Center","","250 Ralph Ave","K",11233,"718-778-1069","hlareche@bksny.org","http://bksny.org",1,19,3,7,"16KASC","apply","9:30 a.m","Yes","Yes",0,0,0,1,""
"KASG",1001328,184557,"NYCEEC","Edwards L Cleaveland","","1185 Park Pl","K",11213,"718-778-6559","dmims@bksny.org","http://bksny.org",1,26,3,2,"17KASG","apply","8:00 a.m","No","No",0,1,0,1,""
"KASI",994095,172679,"NYCEEC","Cortelyou ECC","","386 Marlborough Rd","K",11226,"718-282-6077","sfrancis@mycecc.com","",1,36,5,9,"22KASI","apply","8:00 a.m","Yes","Yes",0,0,0,0,""
"KASJ",989371,191718,"NYCEEC","BCS Duffield Children's Center","","101 Fleet Pl","K",11201,"718-522-5296","ilopez@wearebcs.org","http://wearebcs.org",1,101,3,3,"13KASJ","apply","8:00 a.m","No","Yes",0,0,0,1,""
"KASR",998938,170343,"NYCEEC","Glennwood Avenue Head Start","","3017 Glenwood Rd","K",11210,"718-859-7720","glenwood3017@gmail.com","",1,47,3,3,"22KASR","apply","9:00 a.m","No","No",0,0,1,1,""
"KASZ",996742,166085,"NYCEEC","East Midwood Hebrew Day School","","1256 East 21st St","K",11210,"718-253-1555","regina2@emhds.org","http://emhds.org",1,34,3,3,"22KASZ","apply","8:15 a.m","Yes","Yes",0,0,0,0,""
"KATG",1000019,199974,"NYCEEC","Ahrc Francis Of Paola ELC","","201 Conselyea St","K",11211,"718-782-1462","teresa.delpriore@ahrcnyc.org","http://schools.ahrcnyc.org",1,6,5,3,"14KATG","apply","8:30 a.m","Yes","Yes",0,1,1,0,""
"KATZ",994173,151073,"NYCEEC","Neptune Avenue Head Start","","293 Neptune Ave","K",11235,"718-332-8524","neptune293@gmail.com","",1,110,3,3,"21KATZ","apply","8:00 a.m","No","No",0,0,1,1,""
"KAUK",995048,162397,"NYCEEC","NYL / WOC Midwood","","1520 East 13th St","K",11230,"718-382-1060","jessica.molina@yai.org","http://yai.org/agencies/nyl",1,16,5,3,"21KAUK","apply","8:45 a.m","No","No",209,0,1,0,""
"KAVQ",1014511,169772,"NYCEEC","Hebrew Educational Society","","9502 Seaview Ave","K",11236,"718-241-3000","alessandra@thehes.org","http://thehes.org",1,63,3,3,"18KAVQ","apply","8:30 a.m","Yes","Yes",0,0,0,1,""
"KAWC",989158,190182,"NYCEEC","Hanover Place CCC, LLC","","15 Hanover Pl","K",11201,"347-916-0333","hanoverchildcare@aol.com","http://hanoverplacechildcare.com",1,160,3,1,"15KAWC","apply","8:30 a.m","Yes","Yes",0,0,0,0,""
"KAWQ",998505,183018,"NYCEEC","Macademy","","1313 Un St","K",11225,"718-221-5566","qkmacademy@aol.com","http://macademytech.org",1,18,5,7,"17KAWQ","apply","8:30 a.m","Yes","Yes",0,1,0,0,""
"KAWX",1010003,180674,"NYCEEC","PAL World Of Creative Experiences Head Start","","280 Livonia Ave","K",11212,"718-345-5219","dwhite@palnyc.org","http://palnyc.org",1,117,3,7,"23KAWX","apply","8:15 a.m","No","No",0,0,1,1,""
"KAXC",1005748,186420,"NYCEEC","Bishop Sexton","","933 Herkimer St","K",11233,"718-778-0292","tbalaguer@stmarksheadstart.org","http://stmarksheadstart.org",1,54,3,7,"16KAXC","apply","8:00 a.m","No","No",0,0,1,1,""
"KAXU",1013032,181436,"NYCEEC","University Settlement Children's Corner","","565 Livonia Ave","K",11207,"212-453-4595","jrittenburg@universitysettlement.org","http://universitysettlement.org",1,68,2,3,"19KAXU","apply","8:40 a.m","Yes","Yes",0,0,1,1,""
"KAXW",1003224,182225,"NYCEEC","Highlights Academy, Inc.","","1688 President St","K",11213,"718-953-5555","highlightsacademy@yahoo.com","http://highlightsacademyinc.com",1,40,3,7,"17KAXW","apply","8:30 a.m","Yes","Yes",0,0,0,0,""
"KAYF",983647,147886,"NYCEEC","PAL La Puerta Abierta","","3001 West 37th St","K",11224,"718-373-1100","rbhattacharjee@palnyc.org","http://palnyc.org",1,25,3,3,"21KAYF","apply","8:00 a.m","No","No",0,0,0,1,""
"KAYS",996233,178733,"NYCEEC","Hawthorne Corners DCC","","1950 Bedford Ave","K",11225,"718-282-7200","cornersdcc@verizon.net","",1,18,3,6,"17KAYS","apply","9:00 a.m","Yes","Yes",0,1,0,1,""
"KAYU",997056,181950,"NYCEEC","Bambi DCC, Inc.","","300 Rogers Ave","K",11225,"718-771-1603","bambicare@gmail.com","http://bambidcc.com",1,58,3,7,"17KAYU","apply","8:00 a.m","Yes","Yes",0,0,0,0,""
"KAZC",988008,166331,"NYCEEC","Talmud Torah Ohr Moshe","","1774 58th St","K",11204,"718-234-6100","ttohrmoshe@gmail.com","",1,20,5,9,"20KAZC","apply","9:00 a.m","No","No",217,1,0,0,""
"KAZJ",997253,204937,"NYCEEC","New York League For Early Learning","","725 Leonard St","K",11222,"347-472-4792","mcallaghan@nylel.org","",1,9,5,9,"14KAZJ","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"KAZM",990715,184947,"NYCEEC","St. Francis Xavier","","763 President St","K",11215,"718-857-2559","taylordorothy763@yahoo.com","http://sfxsparkslope.org",1,36,7,3,"15KAZM","apply","8:15 a.m","Yes","Yes",0,0,0,0,""
"KAZQ",1002987,188823,"NYCEEC","Bedford Stuyvesant ECDC","","281 Stuyvesant Ave","K",11221,"347-763-8629","boycec@bsecdc.org","",1,18,3,6,"16KAZQ","apply","8:00 a.m","No","No",0,0,0,1,""
"KAZT",1005666,193610,"NYCEEC","Bushwick United HDFC 1","","136 Stanhope St","K",11221,"718-443-0134","irfanak@bushwickunited.org","http://bushwickunited.org",1,65,3,7,"32KAZT","apply","8:00 a.m","No","No",209,1,1,1,""
"KAZZ",1002163,189190,"NYCEEC","Cornerstone DCC","","289 Lewis Ave","K",11221,"718-574-8300","cornerstone6@optimum.net","",1,20,3,3,"16KAZZ","apply","8:00 a.m","No","No",0,0,0,1,""
"KBAE",987750,154384,"NYCEEC","Block Institute","","133 27th Ave","K",11214,"718-906-5432","aconforti-kelly@blockinstitute.org","http://blockinstitute.org",1,32,3,3,"21KBAE","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",202,0,1,0,""
"KBAI",985107,169091,"NYCEEC","Guild For Exceptional Children","","1273 57th St","K",11219,"718-435-2554","alice@gecbklyn.org","http://gecbklyn.org",1,32,2,3,"20KBAI","apply","8:30 a.m","No","No",0,0,0,0,""
"KBAW",994613,163502,"NYCEEC","Bet Yaakov Ohr Sarah","","1123 Ave N","K",11230,"718-627-8758","tsena@orotsarah.com","",1,20,5,9,"21KBAW","apply","9:00 a.m","Yes","No",0,1,0,0,""
"KBAY",994746,159360,"NYCEEC","Bet Yaakov Ateret Torah","","2166 Coney Is Ave","K",11223,"718-732-7770","psoffice@ateret.net","",3,40,5,3,"21KBAY","info","9:30 a.m","Yes","No",0,0,0,1,""
"KBAZ",1010873,182961,"NYCEEC","Nat Azarow Children's Center","","232 Powell St","K",11212,"718-346-0924","rbryce@bksny.org","http://bksny.org",1,40,3,7,"23KBAZ","apply","8:00 a.m","No","Yes",0,0,0,1,""
"KBBB",976957,167477,"NYCEEC","Bambi Day Care IV","","405 81st St","K",11209,"718-332-8656","info@bambiacademy.com","http://bambidaycare.com",1,73,3,7,"20KBBB","apply","8:30 a.m","Yes","Yes",208,0,0,0,""
"KBBE",987018,148546,"NYCEEC","PAL Carey Gardens","","2964 West 23rd St","K",11224,"718-372-4044","kchase@palnyc.org","http://palnyc.org",1,20,3,7,"21KBBE","apply","8:00 a.m","No","No",0,0,0,1,""
"KBBL",1017187,188019,"NYCEEC","St. Peter's Preschool","","109 Highland Pl","K",11208,"718-647-1014","claradv@aol.com","",1,83,2,2,"19KBBL","apply","8:30 a.m","Yes","Yes",0,0,0,0,""
"KBBO",1011886,173850,"NYCEEC","Khyle Brenaj Kiddie Daycare, Inc.","","9718 Flatlands Ave","K",11236,"718-345-3636","kbkdaycare@yahoo.com","",1,20,5,9,"18KBBO","apply","8:00 a.m","Yes","Yes",0,1,0,0,""
"KBBY",1003563,173415,"NYCEEC","Be Above 27","","779 East 49th St","K",11203,"718-451-1126","beaboveeast49street@yahoo.com","",1,49,3,3,"18KBBY","apply","8:00 a.m","Yes","Yes",0,0,0,1,""
"KBCV",997107,190731,"NYCEEC","Tabernacle Church Of God DCC, Inc.","","34 Kosciuszko St","K",11205,"718-638-3209","tabernacleupk@verizon.net","",2,125,3,7,"13KBCV","apply","8:30 a.m","Yes","No",0,1,0,1,""
"KBCZ",1020954,182011,"NYCEEC","Pine Street Day Care","","872 - 874 Cres St","K",11208,"718-235-1150","pinestreetdaycarecenter@verizon.net","",2,78,5,9,"19KBCZ","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"KBDA",1018065,184170,"NYCEEC","Urban Strategies 1","","1091 Sutter Ave","K",11208,"718-235-6151","usheadstart1@aol.com","",1,101,3,7,"19KBDA","apply","8:00 a.m","No","No",0,0,0,1,""
"KBDC",1019317,188487,"NYCEEC","Cypress Hills CCC","","108 Pne St","K",11208,"718-647-5005","jeromebass@yahoo.com","http://cypresshillschildcare.org",1,40,3,7,"19KBDC","apply","8:00 a.m","No","Yes",0,0,0,1,""
"KBDJ",997245,170999,"NYCEEC","Cortelyou Academy","","2739 Bedford Ave","K",11210,"718-421-9581","sfrancis@mycecc.com","http://mycecc.com",1,18,5,9,"22KBDJ","apply","8:00 a.m","Yes","Yes",209,0,0,0,""
"KBDN",1010240,173314,"NYCEEC","Raven's ECC, Inc.","","1102 East 92nd St","K",11236,"718-927-2316","info@ravensschool.org","http://ravensschool.org",1,69,3,2,"18KBDN","apply","8:30 a.m","Yes","Yes",0,0,0,0,""
"KBDT",998081,179139,"NYCEEC","Mary Bobb Learning Academy","","1187 Nostrand Ave","K",11225,"718-604-4400","marybobblearningacademy@gmail.com","http://marybobb.com",1,91,3,2,"17KBDT","apply","8:00 a.m","Yes","Yes",0,0,0,0,""
"KBDX",984520,173376,"NYCEEC","BAbove Worldwide Institute - Tomer Devorah","","4500 9 Ave","K",11220,"347-402-5734","cklein@babove.com","",1,30,3,9,"15KBDX","apply","9:00 a.m","No","No",0,1,0,1,""
"KBEB",1006606,193748,"NYCEEC","New Life CDC 4","","1307 Greene Ave","K",11237,"718-366-1668","lilibeth_1307@hotmail.com","",1,74,3,2,"32KBEB","apply","8:00 a.m","No","Yes",209,0,0,1,""
"KBEP",983895,174718,"NYCEEC","Brooklyn Chinese American Assoc. Day Care","","713 43rd St","K",11232,"718-851-0869","acs@bca.net","http://bca.net",1,54,3,6,"15KBEP","apply","9:00 a.m","Yes","Yes",0,1,0,1,""
"KBEQ",1021619,178530,"NYCEEC","Brooklyn Developmental Center","","888 Fountain Ave","K",11208,"718-235-8800","shayswann@aol.com","",1,17,3,3,"19KBEQ","apply","9:00 a.m","Yes","Yes",0,0,0,1,""
"KBES",1004804,193693,"NYCEEC","Bushwick United HDFC 6","","200 Central Ave","K",11221,"718-453-5500","bushunited@aol.com","http://bushwickunited.org",1,65,3,2,"32KBES","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,1,""
"KBEZ",996138,182583,"NYCEEC","Friends Of Crown Heights Educational Center #11","","995 Carroll St","K",11225,"929-234-5010","vgbenedio@foch.biz","http://fochdaycare.org",1,74,3,3,"17KBEZ","apply","8:00 a.m","No","Yes",0,0,0,1,""
"KBFC",1008674,186600,"NYCEEC","Shirley Chisholm CCC Site 4 Somers","","33 Somers St","K",11233,"718-498-6200","shirleychisholmdcc4@live.com","",1,47,3,7,"23KBFC","apply","8:00 a.m","No","No",0,0,0,1,""
"KBFD",995491,174312,"NYCEEC","St. Marks","","2017 Beverley Rd","K",11226,"718-287-7300","adenis@stmarksheadstart.org","http://stmarksheadstart.org",1,114,3,3,"22KBFD","apply","8:00 a.m","No","No",0,0,1,1,""
"KBFN",988821,184821,"NYCEEC","Strong Place For Hope DCC - 2nd","","333 2nd St","K",11215,"718-499-0747","strongplaceforhope2@hotmail.com","http://strongplaceforhopedaycare.com",1,29,3,6,"15KBFN","apply","8:00 a.m","No","No",209,0,0,1,""
"KBFQ",980895,174833,"NYCEEC","St. Andrews CDC","","4917 Fourth Ave","K",11220,"718-492-9678","mfabian@lmcmc.com","http://lutheranhealthcare.org/main/standrewscommunitydaycare.aspx",1,20,2,7,"15KBFQ","apply","9:00 a.m","Yes","Yes",0,0,0,1,""
"KBGB",1006823,189849,"NYCEEC","Traditional Educational Center","","1469b Broadway","K",11221,"718-443-2577","traditional1469@verizon.net","",1,54,3,2,"32KBGB","apply","9:00 a.m","Yes","Yes",0,0,0,1,""
"KBGC",988159,171649,"NYCEEC","Yeled V'Yalda","","1377 42nd St","K",11219,"718-514-8930","rherbst@yeled.org","http://yeled.org",3,17,6,6,"20KBGC","info","8:30 a.m","Yes","Yes",0,1,0,1,""
"KBGI",988054,173072,"NYCEEC","Yeled V'Yalda 1257","","1257 38th St","K",11218,"718-514-8724","wgoldberg@yeled.org","http://yeled.org",1,37,3,3,"15KBGI","apply","8:55 a.m","No","No",217,1,0,1,""
"KBGJ",991727,170485,"NYCEEC","Mevakshei Hashem","","550 Ocean Pkwy","K",11226,"718-435-8900","pschiff@mevakshai.org","",1,36,7,6,"20KBGJ","apply","8:30 a.m","No","No",217,1,0,0,""
"KBGP",1003385,171412,"NYCEEC","Great Oaks Academy","","4718 Farragut Rd","K",11203,"718-915-3015","rayed@mohdc.com","http://mohdcsmartstart.com",1,54,3,3,"18KBGP","apply","8:30 a.m","Yes","Yes",206,0,0,0,""
"KBGS",1021389,184414,"NYCEEC","Urban Strategies 5 - Georgia L Mcmurray ECDC","","675 Lincoln Ave","K",11208,"718-235-1215","ldavignon675@optimum.net","http://childcarecenter.us",1,48,3,6,"19KBGS","apply","8:00 a.m","No","Yes",0,0,0,1,""
"KBGU",1008316,192998,"NYCEEC","New Life CDC 1","","295 Woodbine St","K",11237,"718-821-3432","snewlife1@gmail.com","",1,60,3,7,"32KBGU","apply","8:00 a.m","No","Yes",209,0,1,1,""
"KBGY",1008189,193091,"NYCEEC","Kreative Kare DCC, Inc.","","292 Palmetto St","K",11237,"718-386-3242","kreativekare@aol.com","",1,20,7,7,"32KBGY","apply","7:30 a.m","Yes","Yes",209,1,0,0,""
"KBIS",989993,172288,"NYCEEC","Yeled V'Yalda ECC, Inc.","","600 Mcdonald Ave","K",11218,"718-514-8980","nauerbach@yeled.org","http://yeled.org",3,45,6,3,"20KBIS","info","9:30 a.m","Yes","Yes",0,0,0,1,""
"KBIZ",986640,170145,"NYCEEC","Shalva UPK I","","1363 50th St","K",11219,"718-438-0060","yys@bobovschool.com","",1,60,3,7,"20KBIZ","apply","9:00 a.m","No","No",0,0,0,0,""
"KBJE",1001041,181682,"NYCEEC","Be Above 37","","570 Crown St","K",11213,"718-774-4131","info@yttl.org","",1,60,3,7,"17KBJE","apply","9:00 a.m","No","No",0,0,0,1,""
"KBJF",1000976,201113,"NYCEEC","Cooper Park CCC","","292 Frost St","K",11222,"718-389-5959","oviedog@e-s-s.org","http://shelteringarmsny.org",1,18,3,7,"14KBJF","apply","9:00 a.m","No","Yes",0,0,0,1,""
"KBJH",998876,180599,"NYCEEC","All My Children Day Care 10","","420 Lefferts Ave","K",11225,"718-576-6812","slrubinstein@amcearlylearn.com","http://allmychildrendaycare.com",1,40,3,7,"17KBJH","apply","9:00 a.m","Yes","Yes",213,1,0,1,""
"KBJI",998055,193639,"NYCEEC","Marcy Children's Center","","494 Marcy Ave","K",11206,"212-886-5670","rwright@shelteringarmsny.org","",1,20,3,7,"14KBJI","apply","9:00 a.m","Yes","No",0,0,0,1,""
"KBJJ",1001191,190131,"NYCEEC","Lssny - Marcus Garvey","","265 Marcus Garvey Blvd","K",11221,"347-689-8303","salleyne@lssny.org","http://early-life.org",1,50,3,1,"16KBJJ","apply","8:30 a.m","Yes","Yes",0,1,0,1,""
"KBJL",1007616,180367,"NYCEEC","Saratoga - Morris Koppelman Center","","774 Saratoga Ave","K",11212,"718-345-6666","sandrews@sco.org","http://sco.org",1,54,3,3,"23KBJL","apply","8:00 a.m","No","No",0,1,0,1,""
"KBJO",986692,170199,"NYCEEC","Yeled V'Yalda ECC, Inc.","","1349 / 53 50th St","K",11219,"718-854-6922","dbodenstein@yeled.org","http://yeled.org",3,44,3,7,"20KBJO","info","8:55 a.m","No","Yes",0,1,0,1,""
